16,10,46,10,46,30,16,30
53,14,104,14,104,26,53,26
106,14,171,14,171,26,106,26
176,14,216,14,216,26,176,26
216,14,258,14,258,26,216,26
206,38,258,38,258,70,206,70
8,39,208,42,207,72,7,69
66,254,193,254,193,270,66,270
137,280,193,280,193,296,137,296
132,304,193,304,193,320,132,320
165,328,257,328,257,344,165,344
8,329,116,329,116,344,8,344
48,351,149,354,149,371,47,368
69,376,133,378,133,394,68,392
69,401,120,401,120,417,69,417
70,424,116,424,116,442,70,442
60,450,82,450,82,464,60,464
109,450,129,450,129,464,109,464
129,450,157,450,157,464,129,464
156,450,189,450,189,464,156,464
233,450,254,450,254,464,233,464
10,452,28,452,28,464,10,464
28,452,60,452,60,464,28,464
82,452,108,452,108,464,82,464
189,452,213,452,213,464,189,464
213,452,233,452,233,464,213,464
