198,57,382,57,382,82,198,82
38,58,89,58,89,81,38,81
92,58,120,58,120,81,92,81
124,58,181,58,181,81,124,81
388,60,440,60,440,81,388,81
50,376,125,376,125,393,50,393
129,376,148,376,148,393,129,393
154,376,244,376,244,393,154,393
246,378,282,378,282,392,246,392
285,378,354,378,354,393,285,393
356,378,428,378,428,392,356,392
142,400,186,400,186,409,142,409
188,400,256,400,256,409,188,409
257,400,270,400,270,409,257,409
270,398,310,398,310,409,270,409
313,400,337,400,337,409,313,409
