69,2,146,2,146,14,69,14
152,4,162,4,162,14,152,14
172,2,245,2,245,14,172,14
86,25,293,25,293,60,86,60
22,26,84,26,84,60,22,60
113,66,205,66,205,101,113,101
192,106,265,106,265,120,192,120
268,106,305,106,305,120,268,120
9,108,21,108,21,120,9,120
22,108,88,108,88,120,22,120
90,108,110,108,110,120,90,120
113,108,146,108,146,120,113,120
148,108,188,108,188,120,148,120
53,124,105,124,105,136,53,136
109,124,138,124,138,136,109,136
152,124,204,124,204,136,152,136
206,124,262,124,262,136,206,136
