130,10,170,10,170,18,130,18
169,10,197,10,197,17,169,17
274,10,298,10,298,21,274,21
300,12,316,12,316,21,300,21
67,24,143,18,144,28,68,33
261,21,282,21,282,32,261,32
282,22,301,22,301,32,282,32
301,22,317,22,317,32,301,32
50,25,68,25,68,33,50,33
117,28,197,23,198,36,118,42
12,25,33,25,33,36,12,36
33,26,50,26,50,36,33,36
278,32,317,32,317,41,278,41
104,32,118,32,118,44,104,44
61,37,103,33,104,44,62,48
41,36,61,36,61,48,41,48
12,37,41,37,41,49,12,49
233,76,304,71,306,105,236,110
17,86,232,81,233,120,18,126
140,141,174,141,174,158,140,158
12,174,300,143,306,207,19,238
280,229,316,229,316,241,280,241
258,232,280,232,280,241,258,241
13,440,37,440,37,450,13,450
37,440,66,440,66,450,37,450
14,477,28,477,28,492,14,492
30,477,86,477,86,493,30,493
90,477,146,477,146,494,90,494
146,476,209,477,209,496,146,494
253,477,276,477,276,496,253,496
212,478,252,478,252,493,212,493
277,478,312,478,312,494,277,494
