62,20,142,18,142,33,62,34
153,21,234,21,234,33,153,33
245,21,310,21,310,33,245,33
98,54,166,54,166,86,98,86
174,54,280,54,280,85,174,85
130,101,246,101,246,132,130,132
65,160,121,160,121,176,65,176
141,160,168,160,168,177,141,177
168,160,218,160,218,181,168,181
218,160,310,160,310,176,218,176
122,161,140,161,140,176,122,176
149,177,214,177,214,194,149,194
233,177,273,177,273,196,233,196
121,178,148,178,148,196,121,196
214,178,233,178,233,194,214,194
102,180,120,180,120,194,102,194
176,334,200,334,200,352,176,352
102,356,149,356,149,377,102,377
152,356,173,356,173,376,152,376
174,357,274,357,274,377,174,377
200,418,260,420,259,440,199,438
135,424,194,419,195,436,136,442
