10,8,41,8,41,21,10,21
41,8,65,8,65,21,41,21
66,7,96,9,95,23,65,21
97,8,142,8,142,21,97,21
214,9,250,9,250,21,214,21
280,9,310,9,310,21,280,21
317,9,357,9,357,22,317,22
252,10,278,10,278,22,252,22
10,25,102,25,102,52,10,52
111,20,301,30,299,62,109,52
308,25,357,25,357,53,308,53
290,69,335,63,337,78,292,85
282,86,347,76,349,91,284,101
25,80,62,84,60,98,24,94
8,82,24,82,24,93,8,93
62,82,76,82,76,93,62,93
9,95,40,97,39,108,8,106
38,96,56,96,56,106,38,106
54,94,78,94,78,106,54,106
8,106,54,106,54,118,8,118
56,105,89,108,89,121,55,118
8,126,61,126,61,138,8,138
9,141,73,141,73,153,9,153
8,152,52,152,52,164,8,164
53,152,81,152,81,164,53,164
8,164,42,164,42,176,8,176
42,164,82,164,82,177,42,177
8,175,62,177,62,190,7,188
64,177,90,177,90,188,64,188
8,197,49,197,49,210,8,210
50,196,84,198,83,211,49,209
9,210,60,210,60,221,9,221
61,209,94,209,94,221,61,221
9,222,45,222,45,233,9,233
46,222,58,222,58,233,46,233
61,224,105,224,105,233,61,233
10,234,70,237,70,249,10,246
70,233,105,233,105,246,70,246
107,233,135,236,134,248,105,246
8,246,29,246,29,258,8,258
62,246,124,246,124,258,62,258
32,249,61,249,61,258,32,258
9,260,69,260,69,270,9,270
69,258,93,258,93,270,69,270
94,260,128,260,128,272,94,272
8,272,68,272,68,284,8,284
69,270,136,273,135,286,68,282
8,284,33,284,33,296,8,296
34,284,68,284,68,296,34,296
69,284,101,284,101,296,69,296
53,352,77,352,77,357,53,357
96,357,129,357,129,362,96,362
132,357,142,357,142,364,132,364
56,357,74,359,74,364,55,362
28,364,45,364,45,369,28,369
118,405,136,405,136,409,118,409
158,414,172,414,172,418,158,418
37,441,76,441,76,454,37,454
8,442,36,442,36,454,8,454
65,472,96,474,95,489,64,487
98,473,164,473,164,493,98,493
165,473,214,473,214,489,165,489
218,473,256,476,255,492,217,490
258,474,300,474,300,489,258,489
