12,10,93,10,93,24,12,24
94,10,149,10,149,24,94,24
42,70,142,70,142,104,42,104
148,70,293,72,293,104,147,102
59,100,251,108,250,142,57,133
254,105,306,105,306,132,254,132
42,364,74,364,74,381,42,381
77,364,145,364,145,382,77,382
42,388,91,386,92,398,42,400
93,388,116,388,116,397,93,397
117,388,134,388,134,397,117,397
136,388,176,388,176,397,136,397
177,388,213,388,213,398,177,398
42,425,65,425,65,434,42,434
65,425,108,425,108,434,65,434
109,425,126,425,126,434,109,434
128,425,150,425,150,434,128,434
158,425,202,425,202,434,158,434
150,426,158,426,158,433,150,433
