112,18,182,18,182,42,112,42
181,18,245,18,245,42,181,42
14,55,259,56,259,105,14,105
269,57,332,57,332,106,269,106
48,410,101,410,101,425,48,425
104,410,137,410,137,426,104,426
138,410,174,410,174,425,138,425
178,410,213,410,213,425,178,425
217,410,229,410,229,425,217,425
233,410,292,410,292,426,233,426
50,434,144,434,144,448,50,448
241,434,288,434,288,448,241,448
145,435,228,435,228,447,145,447
230,437,240,437,240,448,230,448
50,453,80,453,80,466,50,466
81,453,141,453,141,466,81,466
149,453,202,453,202,466,149,466
204,453,229,453,229,466,204,466
240,463,291,465,290,478,239,477
120,472,126,472,126,485,120,485
50,472,76,472,76,484,50,484
76,472,120,472,120,484,76,484
126,472,169,472,169,485,126,485
170,472,222,472,222,484,170,484
