188,13,225,13,225,24,188,24
10,14,42,14,42,29,10,29
45,14,70,16,69,30,44,27
72,13,104,16,103,31,71,29
105,14,155,16,154,31,104,29
8,36,90,39,88,86,6,83
99,34,180,47,171,97,91,84
9,81,55,83,54,96,8,94
54,82,68,82,68,96,54,96
159,419,192,417,193,427,160,430
12,420,33,420,33,429,12,429
34,420,74,420,74,429,34,429
73,420,89,420,89,429,73,429
88,420,113,420,113,429,88,429
113,420,132,420,132,429,113,429
132,420,161,420,161,428,132,428
192,420,220,420,220,429,192,429
220,420,238,420,238,428,220,428
22,430,70,430,70,440,22,440
144,429,189,431,189,442,143,439
190,429,215,432,214,441,189,439
72,432,93,432,93,440,72,440
93,432,121,432,121,440,93,440
121,432,144,432,144,441,121,441
214,432,229,432,229,440,214,440
37,442,69,442,69,452,37,452
69,442,94,442,94,452,69,452
94,442,113,442,113,450,94,450
114,442,133,442,133,450,114,450
133,442,214,442,214,452,133,452
56,461,93,461,93,470,56,470
93,462,142,462,142,470,93,470
169,469,234,469,234,477,169,477
56,470,66,470,66,478,56,478
66,470,105,470,105,478,66,478
104,469,141,472,141,480,103,478
56,480,126,480,126,488,56,488
