162,8,184,8,184,14,162,14
153,16,170,16,170,22,153,22
148,59,209,59,209,71,148,71
273,69,294,67,295,77,274,79
245,73,272,69,274,79,246,83
220,76,245,76,245,84,220,84
6,132,66,132,66,170,6,170
66,132,157,132,157,172,66,172
157,132,226,132,226,170,157,170
226,132,302,132,302,170,226,170
261,316,277,316,277,329,261,329
6,318,16,318,16,329,6,329
16,316,63,318,62,332,15,330
64,317,94,317,94,329,64,329
106,317,134,317,134,329,106,329
136,316,169,318,169,331,135,329
180,317,198,317,198,330,180,330
198,314,260,319,259,333,197,329
277,317,304,317,304,329,277,329
94,318,106,318,106,329,94,329
169,320,181,320,181,329,169,329
93,334,121,334,121,346,93,346
121,334,149,334,149,346,121,346
166,334,189,334,189,346,166,346
189,334,216,334,216,346,189,346
150,337,168,337,168,346,150,346
120,424,174,424,174,437,120,437
4,424,72,432,70,446,2,438
144,436,189,436,189,448,144,448
117,437,142,437,142,449,117,449
141,450,149,450,149,456,141,456
126,458,181,458,181,466,126,466
