216,18,254,18,254,30,216,30
254,18,281,18,281,30,254,30
20,21,37,21,37,30,20,30
38,21,84,21,84,30,38,30
86,21,109,21,109,30,86,30
112,21,138,21,138,30,112,30
141,21,168,21,168,30,141,30
170,21,196,21,196,30,170,30
198,21,216,21,216,30,198,30
22,39,283,41,282,101,22,98
58,98,237,98,237,151,58,151
229,137,248,137,248,150,229,150
24,154,288,157,287,238,22,234
41,389,57,389,57,397,41,397
26,397,50,397,50,405,26,405
52,397,70,397,70,405,52,405
28,405,49,405,49,413,28,413
50,405,70,405,70,413,50,413
38,414,69,414,69,422,38,422
34,422,62,422,62,430,34,430
156,422,185,422,185,436,156,436
188,422,221,422,221,436,188,436
222,422,236,422,236,436,222,436
237,421,281,425,280,439,236,435
38,432,60,432,60,438,38,438
172,437,200,440,199,452,171,450
201,438,238,438,238,452,201,452
240,438,281,438,281,452,240,452
152,458,204,458,204,469,152,469
229,458,248,458,248,469,229,469
249,458,280,458,280,469,249,469
130,458,150,458,150,470,130,470
205,460,228,460,228,469,205,469
82,478,105,478,105,488,82,488
108,478,130,478,130,488,108,488
132,477,152,477,152,489,132,489
154,478,186,478,186,488,154,488
201,478,256,478,256,488,201,488
188,480,200,480,200,488,188,488
257,480,280,480,280,488,257,488
