0,0,17,0,17,16,0,16
186,5,226,5,226,17,186,17
228,5,257,5,257,17,228,17
270,5,302,5,302,16,270,16
28,22,61,22,61,37,28,37
64,22,89,22,89,37,64,37
92,21,127,24,126,39,91,37
128,22,180,22,180,38,128,38
261,42,302,42,302,68,261,68
26,44,101,44,101,68,26,68
106,41,259,46,258,74,105,68
26,104,90,102,90,114,26,116
25,114,69,114,69,126,25,126
70,113,102,116,101,129,69,126
25,133,76,133,76,144,25,144
26,145,73,145,73,156,26,156
26,158,76,158,76,169,26,169
25,169,81,169,81,182,25,182
25,182,50,182,50,193,25,193
53,184,92,184,92,193,53,193
25,194,57,194,57,206,25,206
57,194,94,194,94,208,57,208
26,213,109,213,109,224,26,224
25,225,59,226,58,237,24,235
60,223,99,225,98,238,59,236
100,223,134,225,133,238,99,236
26,238,84,238,84,248,26,248
85,236,114,239,113,251,84,248
25,249,61,249,61,261,25,261
62,250,128,251,127,262,62,261
26,264,58,264,58,274,26,274
60,262,82,262,82,273,60,273
85,264,126,264,126,274,85,274
25,274,45,274,45,286,25,286
46,276,76,276,76,286,46,286
76,274,134,274,134,286,76,286
49,286,81,286,81,298,49,298
25,288,48,288,48,300,25,300
82,288,113,288,113,300,82,300
101,342,134,342,134,348,101,348
112,348,125,348,125,354,112,354
46,416,85,416,85,428,46,428
25,417,45,417,45,428,25,428
81,460,154,460,154,482,81,482
157,459,214,459,214,478,157,478
217,460,266,460,266,478,217,478
42,461,78,461,78,478,42,478
0,462,17,462,17,478,0,478
