34,17,57,17,57,29,34,29
58,17,76,17,76,28,58,28
76,16,101,18,99,34,74,31
100,17,134,17,134,29,100,29
156,18,188,18,188,29,156,29
188,18,206,18,206,29,188,29
16,20,32,20,32,32,16,32
16,67,172,77,170,115,14,106
173,73,209,73,209,106,173,106
40,110,80,110,80,136,40,136
81,110,144,110,144,136,81,136
14,112,38,112,38,136,14,136
17,168,46,168,46,177,17,177
49,168,81,168,81,176,49,176
84,168,128,168,128,177,84,177
14,183,58,181,59,194,14,196
65,186,92,186,92,196,65,196
92,186,118,186,118,194,92,194
86,196,105,196,105,204,86,204
116,194,197,196,197,205,115,203
146,205,176,205,176,213,146,213
176,205,200,205,200,213,176,213
132,212,184,214,183,223,131,221
14,234,58,234,58,246,14,246
86,237,100,237,100,245,86,245
148,237,172,237,172,245,148,245
114,238,144,238,144,244,114,244
118,246,128,246,128,254,118,254
126,246,144,246,144,253,126,253
37,248,48,248,48,254,37,254
