165,20,244,20,244,34,165,34
104,21,165,21,165,34,104,34
16,53,78,53,78,74,16,74
146,53,234,53,234,74,146,74
237,53,296,53,296,74,237,74
108,54,144,54,144,73,108,73
80,56,105,56,105,74,80,74
106,74,214,82,211,126,103,118
20,154,98,154,98,168,20,168
20,172,81,172,81,185,20,185
20,190,61,192,61,205,19,203
62,190,126,190,126,204,62,204
20,207,77,209,77,225,19,223
64,225,78,225,78,238,64,238
20,228,42,228,42,237,20,237
42,226,62,226,62,238,42,238
81,228,113,228,113,238,81,238
20,244,54,244,54,253,20,253
55,245,87,242,88,254,56,256
13,433,40,433,40,445,13,445
41,434,86,434,86,445,41,445
101,434,161,434,161,445,101,445
205,434,222,434,222,445,205,445
162,436,176,436,176,445,162,445
177,436,205,436,205,445,177,445
225,436,294,436,294,445,225,445
102,449,142,449,142,461,102,461
10,452,69,452,69,461,10,461
144,450,187,453,186,465,143,462
242,452,297,452,297,461,242,461
69,453,102,453,102,461,69,461
188,453,241,453,241,464,188,464
72,468,97,468,97,477,72,477
98,468,160,468,160,478,98,478
161,468,196,468,196,478,161,478
197,466,249,466,249,478,197,478
