280,6,309,6,309,12,280,12
340,6,357,6,357,10,340,10
13,11,114,12,114,30,13,30
117,12,212,12,212,30,117,30
9,46,212,46,212,94,9,94
284,51,313,63,309,72,280,59
261,74,288,74,288,82,261,82
292,74,313,74,313,82,292,82
9,192,28,192,28,201,9,201
294,198,342,198,342,205,294,205
342,198,353,198,353,205,342,205
357,200,372,200,372,204,357,204
8,204,57,204,57,212,8,212
397,220,422,207,426,216,401,228
8,214,26,214,26,224,8,224
28,213,50,215,49,225,27,223
296,222,317,222,317,233,296,233
357,222,376,222,376,233,357,233
8,226,29,226,29,234,8,234
28,228,61,225,61,234,29,236
8,237,24,237,24,246,8,246
25,237,46,237,46,246,25,246
8,247,30,249,29,259,7,257
224,264,237,264,237,268,224,268
357,265,377,265,377,269,357,269
296,284,313,284,313,296,296,296
358,285,372,285,372,297,358,297
281,301,328,301,328,308,281,308
389,350,421,350,421,356,389,356
405,360,420,360,420,368,405,368
368,369,376,369,376,381,368,381
390,392,428,371,432,380,395,401
353,398,398,396,399,407,353,409
402,398,426,398,426,408,402,408
392,416,428,416,428,422,392,422
341,423,370,433,367,442,338,431
392,429,404,429,404,434,392,434
313,456,358,456,358,466,313,466
68,464,160,464,160,485,68,485
317,471,340,473,339,479,316,477
342,473,364,473,364,478,342,478
334,478,364,478,364,486,334,486
320,480,334,480,334,486,320,486
316,488,334,488,334,492,316,492
348,488,360,488,360,492,348,492
