5,2,37,2,37,17,5,17
38,5,61,5,61,17,38,17
61,4,91,6,90,19,60,17
90,5,134,5,134,18,90,18
209,5,245,5,245,17,209,17
245,4,272,6,271,19,244,16
273,5,304,5,304,17,273,17
309,5,346,5,346,17,309,17
103,15,290,25,288,57,101,47
297,20,345,20,345,46,297,46
5,21,95,21,95,46,5,46
279,64,323,58,325,74,281,79
272,80,336,70,338,84,275,95
21,73,58,77,56,90,20,86
5,76,21,76,21,86,5,86
60,77,72,77,72,86,60,86
52,88,74,88,74,98,52,98
6,89,53,89,53,100,6,100
5,98,52,98,52,110,5,110
53,97,85,100,85,112,52,110
5,118,57,118,57,130,5,130
5,129,69,131,69,144,4,142
6,144,49,144,49,154,6,154
49,142,76,142,76,154,49,154
5,154,38,154,38,166,5,166
40,154,78,154,78,168,40,168
5,166,58,166,58,178,5,178
60,166,86,166,86,178,60,178
5,184,47,188,46,202,4,198
46,186,80,186,80,198,46,198
6,200,57,200,57,210,6,210
58,200,90,200,90,209,58,209
6,212,41,212,41,221,6,221
44,212,56,212,56,221,44,221
57,212,101,212,101,221,57,221
68,221,101,221,101,233,68,233
102,220,130,223,129,236,101,233
6,224,66,224,66,234,6,234
5,233,26,233,26,245,5,245
60,234,118,234,118,245,60,245
28,236,57,236,57,245,28,245
6,248,65,248,65,257,6,257
65,246,89,246,89,257,65,257
90,246,122,246,122,258,90,258
5,258,65,258,65,272,5,272
66,258,132,261,131,272,66,269
30,269,64,269,64,281,30,281
65,269,96,269,96,281,65,281
5,270,29,270,29,282,5,282
77,326,110,329,110,335,77,333
112,328,122,328,122,334,112,334
25,348,42,348,42,353,25,353
33,422,73,422,73,434,33,434
4,424,32,424,32,436,4,436
92,453,121,453,121,468,92,468
124,453,188,453,188,470,124,470
189,453,238,453,238,468,189,468
241,453,278,456,277,471,240,468
281,454,322,454,322,468,281,468
