58,11,138,16,136,40,57,35
140,13,160,13,160,33,140,33
164,13,257,13,257,33,164,33
16,337,113,337,113,380,16,380
123,338,294,338,294,380,123,380
189,380,289,384,287,427,188,423
22,382,177,382,177,425,22,425
36,432,92,432,92,448,36,448
94,430,151,432,150,448,94,446
152,432,200,432,200,446,152,446
229,431,274,434,272,449,228,446
201,433,226,433,226,445,201,445
100,446,125,446,125,461,100,461
128,446,177,446,177,461,128,461
181,446,225,448,225,463,180,461
82,448,96,448,96,460,82,460
