9,185,189,185,189,220,9,220
198,186,268,186,268,220,198,220
5,226,111,226,111,278,5,278
137,226,300,226,300,280,137,280
45,284,179,284,179,302,45,302
232,284,300,284,300,302,232,302
2,288,41,288,41,301,2,301
181,288,201,288,201,301,181,301
204,288,228,288,228,301,204,301
98,306,174,306,174,324,98,324
177,306,232,306,232,324,177,324
229,306,242,306,242,322,229,322
245,306,298,306,298,324,245,324
46,310,69,310,69,322,46,322
69,310,94,310,94,322,69,322
196,358,256,358,256,372,196,372
257,360,300,360,300,373,257,373
