130,46,271,56,269,84,128,73
41,53,125,53,125,74,41,74
274,53,292,53,292,73,274,73
31,77,101,77,101,100,31,100
104,78,137,78,137,100,104,100
226,77,300,80,299,103,225,99
141,78,222,81,221,102,140,99
64,103,151,104,150,128,63,126
202,103,270,106,269,128,201,125
154,105,197,105,197,126,154,126
41,130,114,130,114,152,41,152
117,130,142,130,142,152,117,152
148,129,224,134,223,155,146,150
226,130,250,130,250,152,226,152
254,130,293,130,293,152,254,152
56,156,138,156,138,177,56,177
141,154,222,154,222,182,141,182
228,156,278,156,278,177,228,177
160,370,241,370,241,392,160,392
244,372,262,372,262,392,244,392
69,372,155,375,154,393,68,390
64,477,94,477,94,489,64,489
94,477,120,477,120,489,94,489
150,477,170,477,170,489,150,489
172,478,205,478,205,489,172,489
205,477,233,477,233,489,205,489
120,480,130,480,130,489,120,489
132,480,152,480,152,489,132,489
234,481,264,481,264,489,234,489
