2,5,37,5,37,20,2,20
38,6,62,8,61,22,37,19
62,6,93,6,93,21,62,21
94,6,141,8,141,22,94,20
196,8,233,8,233,20,196,20
236,6,265,10,263,23,234,19
265,8,298,8,298,20,265,20
305,8,348,8,348,21,305,21
117,24,296,29,295,60,116,55
301,25,348,25,348,52,301,52
1,26,110,26,110,53,1,53
282,70,328,62,330,78,284,86
274,87,342,76,344,92,276,103
0,85,24,85,24,97,0,97
25,84,63,88,62,101,24,98
65,86,78,86,78,97,65,97
0,98,74,98,74,113,0,113
0,112,49,112,49,125,0,125
50,112,86,112,86,125,50,125
0,132,55,132,55,144,0,144
0,145,65,145,65,157,0,157
66,145,92,145,92,157,66,157
0,157,76,159,75,172,0,170
82,170,126,170,126,184,82,184
1,172,81,172,81,185,1,185
0,184,40,184,40,197,0,197
42,183,87,185,86,199,42,197
100,188,125,186,126,195,101,197
88,186,98,186,98,197,88,197
0,198,56,198,56,212,0,212
58,198,112,198,112,210,58,210
0,217,41,217,41,230,0,230
44,216,77,218,77,231,43,229
0,230,64,230,64,242,0,242
65,229,100,232,99,244,64,242
0,244,62,244,62,256,0,256
64,244,88,244,88,256,64,256
89,243,124,245,123,258,88,255
0,257,60,257,60,270,0,270
61,256,129,258,129,271,61,269
26,269,61,269,61,282,26,282
0,270,25,270,25,282,0,282
64,270,96,270,96,282,64,282
125,342,141,342,141,348,125,348
144,342,163,344,162,349,143,347
52,346,65,346,65,352,52,352
137,349,146,349,146,354,137,354
22,416,65,416,65,429,22,429
0,417,21,417,21,429,0,429
117,447,187,449,186,470,116,468
188,447,240,450,239,466,187,463
82,449,114,449,114,466,82,466
245,447,285,452,283,469,243,465
286,449,330,449,330,464,286,464
