154,13,164,13,164,21,154,21
164,13,214,13,214,22,164,22
214,13,236,13,236,21,214,21
129,26,249,29,249,47,129,43
248,30,278,30,278,42,248,42
13,53,60,54,59,68,12,66
90,61,228,61,228,106,90,106
230,70,254,70,254,100,230,100
13,80,30,80,30,93,13,93
30,80,54,80,54,93,30,93
57,82,66,82,66,93,57,93
13,106,38,106,38,120,13,120
40,106,70,106,70,120,40,120
89,111,214,117,212,159,87,153
216,116,252,116,252,153,216,153
256,118,296,118,296,153,256,153
13,133,30,133,30,146,13,146
30,133,57,133,57,146,30,146
32,158,55,160,54,174,30,171
54,158,72,158,72,172,54,172
13,160,32,160,32,172,13,172
88,162,229,167,227,209,87,205
232,168,298,171,296,207,230,203
13,186,30,186,30,198,13,198
30,186,61,186,61,198,30,198
42,448,125,448,125,462,42,462
134,448,148,448,148,462,134,462
160,448,264,448,264,462,160,462
