113,54,238,58,236,90,112,85
33,56,94,56,94,81,33,81
92,61,108,61,108,81,92,81
242,62,302,62,302,81,242,81
86,86,190,86,190,113,86,113
196,86,295,89,294,119,195,116
37,89,81,89,81,113,37,113
53,118,185,118,185,145,53,145
190,120,218,120,218,145,190,145
222,120,282,120,282,145,222,145
52,150,166,150,166,177,52,177
172,147,282,155,280,184,170,176
100,376,156,376,156,392,100,392
158,376,233,376,233,392,158,392
116,482,146,482,146,496,116,496
146,482,172,482,172,496,146,496
202,482,222,482,222,496,202,496
172,485,184,485,184,494,172,494
223,486,255,484,256,494,224,496
257,484,286,484,286,496,257,496
184,486,204,486,204,496,184,496
286,486,316,486,316,494,286,494
